country,country_long,name,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
USA,United States of America,John Day,2160,45.7164,-120.6941,Hydro,9469.74,9446.84,9641.33,9472.72,8230.47
GBR,United Kingdom,Staythorpe C,1772,53.073,-0.8585,Gas,,,,,8222.18
USA,United States of America,Springerville,1779.2,34.3186,-109.1639,Coal,,,,,8218.43
USA,United States of America,River Bend,1035.9,30.757,-91.3327,Nuclear,,,,,8218.09
TWN,Taiwan,Maanshan,1902,21.9589,120.7501,Nuclear,,,,,8188.01
USA,United States of America,V C Summer,1029.6,34.2983,-81.3153,Nuclear,,,,,8168.11
IND,India,UNCHAHAR,1550,25.9131,81.3274,Coal,,,,,8165.33
USA,United States of America,Prairie State Generating Station,1766,38.2792,-89.6669,Coal,,,,,8157.46
USA,United States of America,Paradise,2310.2,37.2608,-86.9783,Gas,,,,,8146.91
JPN,Japan,Nanko,1800,34.6177,135.4048,Gas,,,,,8143.75
JPN,Japan,Shin Kokura,1800,33.9078,130.8614,Gas,,,,,8143.75
CHN,China,Tongliao power station,1670,43.6704,122.1543,Coal,,,,,8137.39
GBR,United Kingdom,Heysham 2,1230,54.0285,-2.916,Nuclear,,,,,8127.89
MEX,Mexico,Altamira III y IV,1036,22.4939,-97.9014,Gas,,,,,8127.04
KOR,South Korea,KOMIPO Incheon,1960,37.5109,126.609,Gas,,,,,8124.55
USA,United States of America,TalenEnergy Montour,1757.9,41.0714,-76.6672,Coal,,,,,8120.04
SGP,Singapore,Tuas CCGT Power Station Singapore,1470,1.2888,103.6414,Gas,,,,,8116.41
BRA,Brazil,Itumbiara,2080.5,-18.4213,-49.116,Hydro,8997.59,8913.96,8845.49,7582.64,8100.71
ARE,United Arab Emirates,New Mirfah (MIPCO),1728,24.104,53.4264,Gas,,,,,8099.95
USA,United States of America,H L Culbreath Bayside Power Station,2294,27.9072,-82.4231,Gas,,,,,8089.78
BRA,Brazil,Paulo Afonso IV,2462.4,-9.4132,-38.2106,Hydro,9246.05,8881.67,8528.37,8214.79,8060.2
SAU,Saudi Arabia,Riyadh 7,1315.6,24.57,46.883,Gas,,,,,8058.71
CHN,China,Shaanxi Youser Yulin power station,1650,38.2158,109.7282,Coal,,,,,8039.93
RUS,Russia,Karmanovskaya TPP,1831,56.2486,54.5882,Gas,,,,,8032.11
USA,United States of America,Indian Point 3,1012,41.2706,-73.9526,Nuclear,,,,,8028.48
ESP,Spain,TRILLO,1003.41,40.7016,-2.6227,Nuclear,,,,,8016.31
CHN,China,Huadian Harbin-3 power station,1640,45.9656,126.6637,Coal,,,,,7991.21
ISR,Israel,Hagit,1255,32.6172,35.0431,Gas,,,,,7977.87
USA,United States of America,Iatan,1725,39.4472,-94.98,Coal,,,,,7968.07
MEX,Mexico,Carbón II,1400,28.4682,-100.7003,Coal,,,,,7955.27
CHN,China,Qinhuangdao-2 power station,1630,39.9456,119.6433,Coal,,,,,7942.48
USA,United States of America,Mill Creek (KY),1717.2,38.0525,-85.9103,Coal,,,,,7932.04
GBR,United Kingdom,Sizewell B,1198,52.2145,1.6206,Nuclear,,,,,7916.43
USA,United States of America,Sherwood H Smith Jr Energy Complex,2244.8,34.8392,-79.7406,Gas,,,,,7916.27
IND,India,INDRA GANDHI STPP,1500,28.4849,76.3754,Coal,,,,,7901.93
IND,India,SURATGARH,1500,29.179,74.0202,Coal,,,,,7901.93
IND,India,VALLUR ntpc/ntecl,1500,13.2371,80.3023,Coal,,,,,7901.93
USA,United States of America,Laramie River Station,1710,42.1089,-104.8825,Coal,,,,,7898.78
RUS,Russia,CHP-21,1800,55.8947,37.5107,Gas,,,,,7896.12
CHN,China,Liyuan,2400,27.68,100.29,Hydro,5536.79,9543.06,7220.05,8032.27,7895.04
CHN,China,Anwen Songzao power station,1620,28.6411,106.7531,Coal,,,,,7893.75
JPN,Japan,Isogo power station,1200,35.4036,139.6419,Coal,,,,,7884
JPN,Japan,Nanao-Ohta Shinko power station,1200,37.0664,137.004,Coal,,,,,7884
JPN,Japan,Noshiro power station,1200,40.1912,139.9911,Coal,,,,,7884
JPN,Japan,Tsuruga power station,1200,35.6724,136.0815,Coal,,,,,7884
USA,United States of America,Hines Energy Complex,2234,27.7882,-81.87,Gas,,,,,7878.19
KOR,South Korea,Dongducheon,1900,37.903,127.09,Gas,,,,,7875.84
TUR,Turkey,Ambarlı B Doğalgaz Santrali,1351,40.9834,28.6921,Gas,,,,,7872.4
DEU,Germany,Hamburg-Moorburg,1600,53.489,9.949,Coal,,,,,7866.18
USA,United States of America,Victor J Daniel Jr,2229,30.5322,-88.5553,Gas,,,,,7860.55
USA,United States of America,Kingston,1700,35.8992,-84.5194,Coal,,,,,7852.59
FIN,Finland,Loviisa Y1,992,60.3708,26.3468,Nuclear,,,,,7851.12
ARE,United Arab Emirates,Taweelah A1,1671,24.7609,54.6803,Gas,,,,,7832.76
GBR,United Kingdom,Torness,1185,55.9679,-2.4086,Nuclear,,,,,7830.52
USA,United States of America,Fayette Power Project,1690,29.9172,-96.7506,Coal,,,,,7806.4
GBR,United Kingdom,Hartlepool,1180,54.6341,-1.1801,Nuclear,,,,,7797.48
CHN,China,CPI Qinghe power station,1600,42.5299,124.1403,Coal,,,,,7796.3
BHR,Bahrain,Sitra Power an Water Station,1205,26.1833,50.6237,Gas,,,,,7794.78
SAU,Saudi Arabia,JEDDAH SOUTH,2892,21.21,39.177,Oil,,,,,7784.25
DEU,Germany,Gersteinwerk,2004.5,51.6725,7.7099,Gas,,,,,7768.23
USA,United States of America,Mt Storm,1680.9,39.2008,-79.2636,Coal,,,,,7764.37
IND,India,NEYVELI ST II,1470,11.5576,79.4417,Coal,,,,,7743.89
IND,India,WANAKBORI,1470,22.8725,73.3588,Coal,,,,,7743.89
CHN,China,Guangzhou Pump Storage,2400,23.7657,113.9536,Hydro,5582.7,7733.68,7733.68,9321.48,7733.68
CHN,China,Huizhou,2400,23.27,114.31,Hydro,5582.7,7733.68,7733.68,9321.48,7733.68
JPN,Japan,Chita Daini,1708,35.0067,136.8637,Gas,,,,,7727.51
RUS,Russia,Troitskaya GRES,2234,54.0369,61.6472,Coal,,,,,7717.17
MEX,Mexico,Tuxpan III y IV,983,20.8386,-97.2536,Gas,,,,,7711.28
USA,United States of America,Belle River,1664.4,42.7756,-82.495,Coal,,,,,7688.15
PHL,Philippines,Sual power station,1218,16.1243,120.1012,Coal,,,,,7675.23
SRB,Serbia,TENT B,1270,44.6551,20.0053,Coal,,,,,7666.54
RUS,Russia,Novocherkasskaya GRES,2214,47.4,40.2333,Coal,,,,,7648.08
VEN,Venezuela,Antonio Jose de Sucre (Macagua),2930,8.3039,-62.6677,Hydro,5439.02,5079.12,5464.95,5353.81,7634.54
GBR,United Kingdom,Heysham 1,1155,54.0285,-2.916,Nuclear,,,,,7632.28
SAU,Saudi Arabia,FARAS,1244,27.46,46.864,Gas,,,,,7620.12
PHL,Philippines,STA RITA,1060,13.7703,121.035,Gas,,,,,7618.75
USA,United States of America,Walter Scott Jr Energy Center,1648.3,41.18,-95.8408,Coal,,,,,7613.78
DEU,Germany,Rheinhafen-Dampfkraftwerk,1547,49.0134,8.3065,Coal,,,,,7605.61
TUR,Turkey,Karakaya Dam,1800,38.2264,39.1353,Hydro,6151.93,4339.13,6151.93,6405.14,7598.57
IND,India,UCHPINDA TPP,1440,21.8858,83.1215,Coal,,,,,7585.85
CHN,China,Black Point Power Station,2500,22.41,113.91,Gas,,,,,7576.52
USA,United States of America,Intermountain Power Project,1640,39.5097,-112.5802,Coal,,,,,7575.44
USA,United States of America,Four Corners,1636.2,36.69,-108.4814,Coal,,,,,7557.89
USA,United States of America,Comanche (CO),1635.3,38.2081,-104.5747,Coal,,,,,7553.73
CAN,Canada,Pickering A,1084,43.8107,-79.0689,Nuclear,,,,,7549.1
USA,United States of America,Harris,950.9,35.6334,-78.9556,Nuclear,,,,,7543.76
USA,United States of America,Mitchell (WV),1632.6,39.8297,-80.8153,Coal,,,,,7541.26
SAU,Saudi Arabia,RABIGH-2,2800,22.67,39.037,Oil,,,,,7536.62
IRN,Iran,Bushehr,1000,28.8298,50.8857,Nuclear,,,,,7514
JPN,Japan,Himeji Daini,1650,34.7734,134.694,Gas,,,,,7465.1
USA,United States of America,Brunner Island,1616.1,40.0961,-76.6962,Coal,,,,,7465.04
KOR,South Korea,Boryeong (CC),1800,36.3951,126.486,Gas,,,,,7461.32
KOR,South Korea,Busan (pusan),1800,35.0851,129.0003,Gas,,,,,7461.32
KOR,South Korea,Seoincheon,1800,37.5363,126.6027,Gas,,,,,7461.32
KOR,South Korea,Shinincheon,1800,37.508,126.6159,Gas,,,,,7461.32
IRN,Iran,Shirvan,1404,37.3397,58.0486,Gas,,,,,7457.52
CHN,China,Shenhua Shenmu power station,1530,38.9662,110.4584,Coal,,,,,7455.21
USA,United States of America,H L Spurlock,1608.5,38.7,-83.8181,Coal,,,,,7429.94
CHN,China,Gongzui,2100,29.31,103.48,Hydro,5167.42,7390.93,7298.35,8496.89,7413.32
THA,Thailand,South Bangkok,1691,13.617,100.559,Gas,,,,,7394.89
TUR,Turkey,Cenal power station,1320,40.4167,27.3183,Coal,,,,,7393.09
USA,United States of America,La Cygne,1598.9,38.3481,-94.6456,Coal,,,,,7385.59
CHN,China,Xiaolangdi,1800,34.92,112.36,Hydro,6218.78,7382.68,7157.3,6004.96,7382.68
KAZ,Kazakhstan,MAEK-Kazatoprom TPP-2,1255,52.367,76.9338,Coal,,,,,7375.19
IND,India,RAJPURA TPP,1400,30.557,76.577,Coal,,,,,7375.14
DEU,Germany,Schwarze Pumpe power station,1500,51.5348,14.3531,Coal,,,,,7374.54
POL,Poland,Rybnik,1775,50.1331,18.5232,Coal,,,,,7373.11
CHN,China,Heze power station,1510,35.2407,115.5335,Coal,,,,,7357.76
JPN,Japan,Hirono,4400,37.2351,141.0162,Oil,,,,,7356.72
JPN,Japan,Kashima,4400,35.9409,140.6888,Oil,,,,,7356.72
USA,United States of America,Davis Besse,925.2,41.5967,-83.0861,Nuclear,,,,,7339.87
IRN,Iran,Kazeroon,1372,29.5633,51.696,Gas,,,,,7287.54
USA,United States of America,Hunter,1577.2,39.1747,-111.0289,Coal,,,,,7285.36
USA,United States of America,Shawnee,1575,37.1517,-88.775,Coal,,,,,7275.2
PHL,Philippines,Pagbilao power station,1154,13.8932,121.745,Coal,,,,,7271.94
BGR,Bulgaria,Maritsa Itzok-2 power station,1602,42.2541,26.134,Coal,,,,,7262.68
KAZ,Kazakhstan,OJSC Zhambyl GRES,1230,42.9,71.3667,Coal,,,,,7228.27
IND,India,R.A.P.S.,1080,24.8747,75.6189,Nuclear,,,,,7227.51
IND,India,RAIKHEDA,1370,21.4499,81.8525,Coal,,,,,7217.1
USA,United States of America,J H Campbell,1560.8,42.9103,-86.2007,Coal,,,,,7209.6
IDN,Indonesia,PLTU Tanjung Jati B - expansion,1324,-6.446,110.7423,Coal,,,,,7205.17
IDN,Indonesia,PLTU Tanjung Jati B,1320,-6.446,110.7423,Coal,,,,,7183.4
SGP,Singapore,Keppel Merlimau Cogen Power Plant Singapore,1300,1.2824,103.675,Gas,,,,,7177.78
USA,United States of America,E C Gaston,2034,33.2442,-86.4581,Gas,,,,,7172.89
CHN,China,Heshuyuan power station,1470,24.3924,116.2608,Coal,,,,,7162.85
UKR,Ukraine,Vuglegirska power station,3600,48.4652,38.2027,Coal,,,,,7151.08
USA,United States of America,Morgantown Generating Plant,1548,38.3592,-76.9767,Coal,,,,,7150.48
CAN,Canada,Jean-Lesage (Manic-2),1229,49.3213,-68.3467,Hydro,5149.33,6012.59,7199.52,7163.62,7144.05
DEU,Germany,Emsland,1837,52.4819,7.3067,Gas,,,,,7119.1
IND,India,AMARAVATI TPP,1350,21.0782,77.9009,Coal,,,,,7111.74
IND,India,NASIK TPP  PH 1,1350,19.9817,73.8896,Coal,,,,,7111.74
CHN,China,Ludila,2160,26.2,100.82,Hydro,5078.33,8859.22,6475.01,7205.95,7105.54
USA,United States of America,James E. Rogers Energy Complex,1530.5,35.22,-81.7594,Coal,,,,,7069.64
IND,India,KORBA-WEST,1340,22.4118,82.6888,Coal,,,,,7059.06
IND,India,K_KHEDA II,1340,21.2818,79.116,Coal,,,,,7059.06
IND,India,MEJIA,1340,23.4639,87.1311,Coal,,,,,7059.06
IND,India,SANJAY GANDHI,1340,23.3026,81.0668,Coal,,,,,7059.06
VNM,Vietnam,Phu My 21,896,10.6041,107.04,Gas,,,,,7049.48
USA,United States of America,H Allen Franklin Combined Cycle,1995.7,32.6078,-85.0975,Gas,,,,,7037.82
USA,United States of America,James A Fitzpatrick,883.3,43.5214,-76.4084,Nuclear,,,,,7007.47
IND,India,SATPURA,1330,22.11,78.173,Coal,,,,,7006.38
THA,Thailand,Nong Saeng,1600,14.4417,100.7756,Gas,,,,,6996.93
THA,Thailand,Rojana Power Plant 1,1600,14.3324,100.6382,Gas,,,,,6996.93
CAN,Canada,Lennox,2000,44.1442,-76.848,Gas,,,,,6983.77
RUS,Russia,Yuzhnouralskaya 2,1591.5,54.4557,61.2325,Gas,,,,,6981.49
BRA,Brazil,Governador Leonel Brizola (Antiga TermoRio),1058.3,-22.7096,-43.2458,Gas,,,,,6976.3
EGY,Egypt,Cairo North,1500,30.108,31.266,Gas,,,,,6959.09
CHE,Switzerland,Kernkraftwerk Gösgen,1035,47.3656,7.968,Nuclear,,,,,6955.52
IND,India,BARH STPP II,1320,25.4865,85.7452,Coal,,,,,6953.7
IND,India,KAWAI TPP,1320,24.7773,76.737,Coal,,,,,6953.7
IND,India,MAHATMA GANDHI TPP,1320,28.49,76.351,Coal,,,,,6953.7
IND,India,NIGRI,1320,24.15,81.9045,Coal,,,,,6953.7
IND,India,PAINAMPURAM,1320,14.3512,80.1431,Coal,,,,,6953.7
IND,India,SEMBCORP GAYATRI,1320,14.351,80.1443,Coal,,,,,6953.7
IND,India,SOLAPUR STPP,1320,31.7537,77.246,Coal,,,,,6953.7
GBR,United Kingdom,Dungeness B,1050,50.9133,0.964,Nuclear,,,,,6938.44
USA,United States of America,The Dalles,1819.7,45.614,-121.1346,Hydro,7977.82,7958.52,8122.37,7980.32,6933.79
USA,United States of America,Chesterfield,1499.5,37.3822,-77.3833,Coal,,,,,6926.45
RUS,Russia,Srednevralskaya,1578.5,57.0023,60.4635,Gas,,,,,6924.46
QAT,Qatar,Qatalum CCGT Power Plant Qatar,1350,24.9713,51.5811,Gas,,,,,6909.69
ZAF,South Africa,Grootvlei power station,1190,-26.7695,28.4995,Coal,,,,,6869.24
USA,United States of America,Dan E Karn,1946.3,43.645,-83.8401,Gas,,,,,6863.61
IDN,Indonesia,Cilacap Sumber power station,1260,-7.6832,109.0964,Coal,,,,,6856.89
DEU,Germany,KW Voerde,1390,51.5765,6.6894,Coal,,,,,6833.74
CHN,China,CPI Xinchang power station,1400,28.8612,115.9764,Coal,,,,,6821.76
CHN,China,Chiping Haoji power station,1400,36.4865,116.3336,Coal,,,,,6821.76
CHN,China,Ganneng Fengcheng power station,1400,28.1997,115.7097,Coal,,,,,6821.76
CHN,China,Huaneng Dalian power station,1400,39.0148,121.7244,Coal,,,,,6821.76
CHN,China,Huaneng Hainan East power station,1400,19.0494,108.6364,Coal,,,,,6821.76
CHN,China,Jiayuguan Aluminum power station,1400,39.8461,98.2122,Coal,,,,,6821.76
CHN,China,Liulin 1 Coal,1400,37.419,110.8243,Coal,,,,,6821.76
CHN,China,Shenhuo Zhundong power station,1400,44.081,88.5887,Coal,,,,,6821.76
CHN,China,Zhuhai GZP power station,1400,21.967,113.1812,Coal,,,,,6821.76
GBR,United Kingdom,Didcot B,1470,51.6246,-1.2683,Gas,,,,,6820.88
ARG,Argentina,NUEVO PUERTO,1217.7,-34.5721,-58.3835,Gas,,,,,6820.35
MEX,Mexico,José López Portillo (Río Escondido),1200,28.4844,-100.6897,Coal,,,,,6818.81
SVK,Slovakia,Bohunice Nuclear Power Plant Slovakia,880,48.496,17.6816,Nuclear,,,,,6805.78
SVK,Slovakia,Mochovce Nuclear Power Plant Slovakia,880,48.2621,18.459,Nuclear,,,,,6805.78
ROU,Romania,HPP Portile de Fier I,1161,44.6733,22.532,Hydro,6914.64,5291.86,5996.66,6150.39,6804.99
USA,United States of America,Seminole (FL),1471.8,29.7331,-81.6328,Coal,,,,,6798.5
JPN,Japan,Kawasaki,1500,35.5123,139.7626,Gas,,,,,6786.46
ISR,Israel,Ramat Hovav,1067,31.1536,34.8146,Gas,,,,,6782.78
TUR,Turkey,İsken Sugözü power station,1210,36.8346,35.8801,Coal,,,,,6777
EGY,Egypt,Talkha,1460,31.0622,31.3921,Gas,,,,,6773.52
USA,United States of America,Transalta Centralia Generation,1459.8,46.7559,-122.8598,Coal,,,,,6743.07
POL,Poland,Połaniec,1623,50.4365,21.3377,Coal,,,,,6741.72
SAU,Saudi Arabia,SHEDGUM,1100.5,25.68,49.433,Gas,,,,,6741.11
TUR,Turkey,Hamitabat Termik Santrali,1156,41.4827,27.3366,Gas,,,,,6736.12
TUR,Turkey,İskenderun Atlas Termik Santrali,1200,36.6904,36.2084,Coal,,,,,6720.99
TUR,Turkey,İÇDAŞ Bekirli-2 power station,1200,40.3991,27.05,Coal,,,,,6720.99
TUR,Turkey,İÇDAŞ Biga Termik Santrali,1200,40.0224,26.9777,Coal,,,,,6720.99
ARM,Armenia,Hrazadan,1110,40.564,44.7479,Gas,,,,,6712.82
RUS,Russia,Nevinnomysskya,1530.2,44.6595,41.9294,Gas,,,,,6712.58
SGP,Singapore,SembCorp Pulau Sakra CCGT Cogen Power Station Singapore,1215,1.254,103.7026,Gas,,,,,6708.46
TUR,Turkey,Aksa Antalya Doğalgaz Santrali,1150,37.1203,30.6016,Gas,,,,,6701.15
THA,Thailand,Chana,1531,6.9553,100.7076,Gas,,,,,6695.19
CAN,Canada,Manic-5,1596,50.6398,-68.7267,Hydro,6880.06,6225.29,6317.69,6335,6687.01
USA,United States of America,Forney Energy Center,1894.2,32.7563,-96.4916,Gas,,,,,6679.88
BEL,Belgium,TIHANGE 1N,962,50.5342,5.2751,Nuclear,,,,,6679.11
USA,United States of America,J K Spruce,1444,29.3097,-98.3203,Coal,,,,,6670.08
FRA,France,GRAND MAISON,1690,45.146,6.051,Hydro,5352.55,5853.59,6867.62,5676.18,6653.95
IND,India,KOLAGHAT,1260,22.4157,87.8713,Coal,,,,,6637.62
IND,India,VIJAYWADA,1260,16.5984,80.537,Coal,,,,,6637.62
JPN,Japan,Chita,3966,34.9867,136.8436,Oil,,,,,6631.08
CHN,China,Baotou Aluminum power station,1360,40.5572,110.1484,Coal,,,,,6626.85
CHN,China,Guodian Jiujiang power station,1360,29.7404,116.0345,Coal,,,,,6626.85
CHN,China,Huangtai power station,1360,36.7078,117.088,Coal,,,,,6626.85
USA,United States of America,R S Nelson,1433.6,30.2844,-93.2911,Coal,,,,,6622.04
CHN,China,Pengshui,1750,29.2,108.2,Hydro,5732.51,7545.92,9189.08,9695.66,6611.97
JPN,Japan,Mihama,826,35.7024,135.9634,Nuclear,,,,,6598.37
RUS,Russia,Kashirskaya GRES,1910,54.8581,38.2597,Coal,,,,,6597.93
USA,United States of America,Craig (CO),1427.6,40.4627,-107.5912,Coal,,,,,6594.33
USA,United States of America,W H Zimmer,1425.6,38.8675,-84.2289,Coal,,,,,6585.09
IDN,Indonesia,PLTGU Gresik,1579,-7.1633,112.6615,Gas,,,,,6579.26
CAN,Canada,Limestone,1350,56.5075,-94.1097,Hydro,,,,,6570.08
JPN,Japan,Matsushima power station,1000,32.9409,129.5969,Coal,,,,,6570
JPN,Japan,Misumi power station,1000,34.7797,131.9215,Coal,,,,,6570
JPN,Japan,Shin Onoda power station,1000,33.969,131.1634,Coal,,,,,6570
BRA,Brazil,Porto Primavera (Eng° Sérgio Motta),1540,-22.478,-52.9561,Hydro,7786.84,5172.89,7162.29,7306.24,6558.18
JPN,Japan,Shimane,820,35.5379,132.9991,Nuclear,,,,,6550.44
RUS,Russia,Shaturskaya GRES,1493,55.5833,39.5611,Gas,,,,,6549.4
USA,United States of America,Midland Cogeneration Venture,1853.8,43.5861,-84.2242,Gas,,,,,6537.41
IND,India,KOTA,1240,25.1712,75.8171,Coal,,,,,6532.26
ARE,United Arab Emirates,"Jebel Ali ""L"" - Ph ll",1393,25.0508,55.1112,Gas,,,,,6529.65
CHN,China,Huaneng Jiutai power station,1340,44.1071,125.928,Coal,,,,,6529.4
JPN,Japan,Himeji Daiichi,1442,34.7734,134.694,Gas,,,,,6524.05
MYS,Malaysia,Segari,1303,4.3908,100.5894,Gas,,,,,6511.11
IND,India,NATHPA JHAKRI,1500,31.564,77.98,Hydro,6403.23,5663.41,6098.35,5372.63,6500.33
USA,United States of America,Northside Generating Station,1407.1,30.4172,-81.5525,Coal,,,,,6499.64
BRA,Brazil,São Simão,1710,-19.0181,-50.4992,Hydro,7682.87,7024.24,5946.18,6720.26,6498.46
CHN,China,Datang Heshan power station,1330,23.8218,108.8669,Coal,,,,,6480.67
USA,United States of America,Elm Road Generating Station,1402.6,42.8492,-87.8336,Coal,,,,,6478.85
KOR,South Korea,Pocheon,1560,37.9465,127.1689,Gas,,,,,6466.48
ITA,Italy,Torrevaldaliga Nord power station,1980,42.1269,11.7583,Coal,,,,,6464.55
CAN,Canada,René-Lévesque (Manic-3),1326,49.7408,-68.5945,Hydro,5258.99,5248.9,5555.75,5560.37,6461.2
AUS,Australia,Loy Yang B,1000,-38.2564,146.5864,Coal,,,,,6458.17
USA,United States of America,Palisades,811.8,42.323,-86.3146,Nuclear,,,,,6440.24
COD,Democratic Republic of the Congo,Inga II,1775,-5.5267,13.6206,Hydro,,,,,6437.25
CHN,China,Anhui Xuancheng power station,1320,30.8695,118.8648,Coal,,,,,6431.95
CHN,China,Baise Coal,1320,23.7882,106.8155,Coal,,,,,6431.95
CHN,China,Baotou East Hope power station,1320,40.5956,109.7828,Coal,,,,,6431.95
CHN,China,Binzhou - Huji 1-4 Coal,1320,37.3495,117.7784,Coal,,,,,6431.95
CHN,China,Bulian power station,1320,39.3012,109.9682,Coal,,,,,6431.95
CHN,China,CPI Baicheng power station,1320,45.5261,122.7759,Coal,,,,,6431.95
CHN,China,CPI Ningxia Zaoquan power station,1320,38.0462,106.6058,Coal,,,,,6431.95
CHN,China,CPI Shentou power station,1320,39.5508,112.4887,Coal,,,,,6431.95
CHN,China,CPI Xining power station,1320,36.5847,101.4936,Coal,,,,,6431.95
CHN,China,CR Liuzhi power station,1320,26.3883,105.395,Coal,,,,,6431.95
CHN,China,Changde Coal,1320,29.197,111.5607,Coal,,,,,6431.95
CHN,China,Datang Jingtai power station,1320,37.2316,104.1681,Coal,,,,,6431.95
CHN,China,Datang Maanshan Dangtu power station,1320,31.5347,118.4139,Coal,,,,,6431.95
CHN,China,Datang Nanjing Xiaguan-3 power station,1320,32.2127,119.2096,Coal,,,,,6431.95
CHN,China,Dianta Coal,1320,38.9728,110.4514,Coal,,,,,6431.95
CHN,China,GEPIC Jinchang power station,1320,38.3784,102.0968,Coal,,,,,6431.95
CHN,China,Gansu Chongxin power station,1320,35.2796,106.9196,Coal,,,,,6431.95
CHN,China,Guodian Baoqing power station,1320,27.2021,111.3966,Coal,,,,,6431.95
CHN,China,Guodian Dananhu power station,1320,42.3202,93.1914,Coal,,,,,6431.95
CHN,China,Guodian Nanning power station,1320,22.7891,108.9395,Coal,,,,,6431.95
CHN,China,Guodian Zhijin power station,1320,26.8326,105.8193,Coal,,,,,6431.95
CHN,China,Hanfeng power station,1320,36.4719,114.1523,Coal,,,,,6431.95
CHN,China,Henan Heqi power station,1320,35.7214,114.1855,Coal,,,,,6431.95
CHN,China,Henglian Wucaiwan power station,1320,44.7896,89.1977,Coal,,,,,6431.95
CHN,China,Huadian Baotou Tuyou power station,1320,40.5836,110.6228,Coal,,,,,6431.95
CHN,China,Huadian Changde power station,1320,29.031,111.7,Coal,,,,,6431.95
CHN,China,Huadian Luan power station,1320,31.6561,116.4914,Coal,,,,,6431.95
CHN,China,Huadian Wuhu power station,1320,31.2376,118.15,Coal,,,,,6431.95
CHN,China,Huaibei Hushan power station,1320,33.8678,116.8598,Coal,,,,,6431.95
CHN,China,Huaibei Pingshan power station,1320,33.8339,116.8311,Coal,,,,,6431.95
CHN,China,Huaneng Anyuan power station,1320,27.642,114.0058,Coal,,,,,6431.95
CHN,China,Huaneng Changxing power station,1320,30.9144,119.9625,Coal,,,,,6431.95
CHN,China,Huaneng Huaiyin power station,1320,33.5959,118.9628,Coal,,,,,6431.95
CHN,China,Huaneng Luoyuan power station,1320,26.4114,119.7643,Coal,,,,,6431.95
CHN,China,Jiangsu Guohua Chenjiagang power station,1320,34.4242,119.7985,Coal,,,,,6431.95
CHN,China,Jiangsu Guoxin Jingjiang power station,1320,32.0307,120.3828,Coal,,,,,6431.95
CHN,China,Jiangsu Sheyanggang power station,1320,33.8185,120.4633,Coal,,,,,6431.95
CHN,China,Jiaozuo - Shenhua 7-8 Coal,1320,35.2234,113.2003,Coal,,,,,6431.95
CHN,China,Jiaozuo Boai power station,1320,35.221,113.1022,Coal,,,,,6431.95
CHN,China,Jingdezhen power station,1320,29.1866,117.0842,Coal,,,,,6431.95
CHN,China,Jinsha Chayuan power station,1320,27.4934,106.4492,Coal,,,,,6431.95
CHN,China,Laibin power station,1320,23.6949,109.1629,Coal,,,,,6431.95
CHN,China,Panxian-1 power station,1320,26.0106,104.5161,Coal,,,,,6431.95
CHN,China,SDIC Dananhu power station,1320,42.3055,93.3519,Coal,,,,,6431.95
CHN,China,Shenhua Yuanyang Lake power station,1320,38.0569,106.691,Coal,,,,,6431.95
CHN,China,Tianfu North power station,1320,44.4404,86.094,Coal,,,,,6431.95
CHN,China,Tonghua Xuangang power station,1320,38.9146,112.4774,Coal,,,,,6431.95
CHN,China,Weiqiao Town Public Heating power station,1320,37.0255,117.4838,Coal,,,,,6431.95
CHN,China,Weiqiao Yangxin power station,1320,37.5765,117.5986,Coal,,,,,6431.95
CHN,China,Wuhu Zhongdian power station,1320,31.4528,118.3445,Coal,,,,,6431.95
CHN,China,Xinxiang Baoshan power station,1320,35.3268,113.4906,Coal,,,,,6431.95
CHN,China,Xishui Erlang power station,1320,28.1634,106.3528,Coal,,,,,6431.95
CHN,China,Yichuan Longquan Kim Hyung power station,1320,34.4146,112.5011,Coal,,,,,6431.95
CHN,China,Yinxing power station,1320,37.7274,106.7409,Coal,,,,,6431.95
CHN,China,Zhungeer power station,1320,39.8535,111.2563,Coal,,,,,6431.95
THA,Thailand,Kaeng Khoi 2,1468,14.605,101.0259,Gas,,,,,6419.69
USA,United States of America,Nebraska City,1389.6,40.6214,-95.7764,Coal,,,,,6418.8
GBR,United Kingdom,Connahs Quay,1380,53.2317,-3.0815,Gas,,,,,6403.27
CHN,China,Tianjin Dagang power station,1312,38.7765,117.494,Coal,,,,,6392.97
USA,United States of America,Sabine,1811.8,30.0242,-93.878,Gas,,,,,6389.3
GBR,United Kingdom,Hunterston B,965,55.7204,-4.8964,Nuclear,,,,,6376.76
IND,India,BHUSAWAL,1210,21.0483,75.8425,Coal,,,,,6374.22
NLD,Netherlands,Maasvlakte 3,1100,51.9587,4.0272,Coal,,,,,6370.67
CHN,China,Beijing - Northwest,2100,39.9417,116.1257,Gas,,,,,6364.27
USA,United States of America,Cooper Nuclear Station,801,40.3628,-95.6408,Nuclear,,,,,6354.56
CHN,China,Douhe power station,1300,39.773,118.2729,Coal,,,,,6334.49
CHN,China,Guodian Feixian power station,1300,35.3197,117.9057,Coal,,,,,6334.49
